outcome,moderator,key,kind,n,min_cell,int_UxM_pp,ci_lo,ci_hi,int_SxM_pp,s_ci_lo,s_ci_hi,omnibus_F,omnibus_p,omnibus_p_unadj_spec,mdes80_UxM_pp,cells,bh_q,fl_perm_p
idk_rate,Age (per +10 years),age,continuous,168,54,3.2931573523513307,-1.593575627531927,8.179890332234589,-0.9189813611539551,-3.58358295143576,1.7456202291278498,1.7323179494321181,0.18017465356238732,0.15894743085050517,6.9851646379378405,google:54; socratic:55; unrestricted:59,0.6306112874683557,
idk_rate,Sex (female vs male),sex,binary,167,17,1.3816289784480664,-6.380291042592528,9.14354899948866,-0.1536134760210483,-5.889676261144376,5.582449309102279,0.07124726085990539,0.9312613193921971,0.9243958429048666,11.094997307335944,google/no:26; google/yes:27; socratic/no:38; socratic/yes:17; unrestricted/no:36; unrestricted/yes:23,0.9312613193921971,
idk_rate,First language English (vs other),english_l1,binary,168,26,7.106679194084554,-0.05368012814852691,14.267038516317637,2.9124377770141887,-2.212111646830179,8.036987200858556,2.010857081381988,0.13724322248902804,0.12402603907955623,10.235118010025987,google/no:26; google/yes:28; socratic/no:28; socratic/yes:27; unrestricted/no:28; unrestricted/yes:31,0.6306112874683557,
idk_rate,Employment (part-time vs full-time),employment,binary,168,12,1.8562368756480394,-6.426569191019071,10.139042942315152,-1.5242902246938135,-7.621475392407394,4.572894943019767,0.34300851468850324,0.7101526961270862,0.7216755130974042,11.83955912425612,google/no:42; google/yes:12; socratic/no:39; socratic/yes:16; unrestricted/no:34; unrestricted/yes:25,0.9312613193921971,
idk_rate,"Ethnicity (non-White vs White, crude)",ethnicity,binary,165,15,1.9663506783751832,-6.107853170564758,10.040554527315123,4.701753898272754,-1.0220249943957254,10.425532790941233,1.3067456205824057,0.2736272492550297,0.2491923862036054,11.541380189441874,google/no:37; google/yes:17; socratic/no:36; socratic/yes:18; unrestricted/no:42; unrestricted/yes:15,0.6384635815950693,
idk_rate,IT/software/data occupation (vs other),tech_job,binary,168,13,0.2745792168071415,-10.580822668874323,11.129981102488607,1.5116162343774087,-5.665244050346422,8.688476519101238,0.08826200498329312,0.915565518030115,0.962907193953532,15.516863658115696,google/no:41; google/yes:13; socratic/no:42; socratic/yes:13; unrestricted/no:46; unrestricted/yes:13,0.9312613193921971,
idk_rate,"Prolific approvals (per log10 unit, aux.)",approvals,continuous,168,54,3.0525417762493783,-5.40018595745859,11.505269509957348,1.8550488745042675,-2.591498189969628,6.3015959389781635,0.4383994253609848,0.6458405818490577,0.6882878770858086,12.08244753758244,google:54; socratic:55; unrestricted:59,0.9312613193921971,
